,ra,dec,z,objID,g_mag,r_mag,i_mag,c_g2r,c_g2i,c_g2r_zref,c_g2i_zref
1072,163.26562568621813,16.87253081586542,0.26723668,1237668496313417942,19.64265,18.22538,17.722275,1.4172707,1.9203758,1.4172706604003906,1.9203758239746094
1073,131.0393974412272,42.79585549630729,0.22785594,1237657608038121478,19.279842,17.943823,17.432325,1.3360195,1.847517,1.336019515991211,1.8475170135498047
1074,165.90458919567712,28.58835317485024,0.24260497,1237667254008479898,18.603422,17.15507,16.622759,1.4483528,1.9806633,1.4483528137207031,1.9806632995605469
1075,170.66843992839057,36.33956091727165,0.28791392,1237664337713955061,20.018147,18.75324,18.216928,1.2649059,1.801218,1.2649059295654297,1.801218032836914
1076,216.77754099424232,0.7207810268132558,0.27861547,1237648722320556474,19.412886,17.968145,17.462673,1.4447403,1.9502125,1.4447402954101562,1.9502124786376953
1077,152.19302312203615,31.934781472703577,0.2997984,1237664871364427942,19.719267,18.174421,17.591644,1.5448456,2.1276226,1.5448455810546875,2.127622604370117
1078,153.32686696207892,31.934342693167554,0.28365055,1237664336633659462,18.720896,17.158081,16.612806,1.5628147,2.1080894,1.562814712524414,2.1080894470214844
1079,194.15744105589653,8.767110305991535,0.2992155,1237658491211743411,19.324038,17.721277,17.139275,1.6027603,2.184763,1.6027603149414062,2.184762954711914
1080,30.941280914091067,21.728778161104227,0.26355803,1237678583040573625,19.274258,17.828402,17.332182,1.4458561,1.9420757,1.4458560943603516,1.9420757293701172
1081,218.96560430525997,47.98606123823653,0.25788355,1237662302973001947,18.832653,17.355125,16.838818,1.4775276,1.9938354,1.4775276184082031,1.99383544921875
1082,213.9068315305658,37.31234448076989,0.26679304,1237662226224906410,18.833574,17.311451,16.78658,1.5221233,2.0469952,1.5221233367919922,2.046995162963867
1083,11.97731014634087,23.453652504505122,0.27550775,1237679479085727953,19.577435,18.09886,17.544167,1.4785748,2.033268,1.4785747528076172,2.0332679748535156
1084,223.8096694352673,6.33784645388234,0.26312265,1237655744555188521,19.11866,17.725576,17.197723,1.3930836,1.9209366,1.3930835723876953,1.9209365844726562
1085,22.814387700924158,2.082436093305729,0.22177711,1237678618501578864,18.054287,16.66271,16.181044,1.3915768,1.8732433,1.3915767669677734,1.8732433319091797
1086,199.66385647856276,-3.2261758889282706,0.22869092,1237650760788541667,18.710657,17.442448,16.938179,1.2682095,1.7724781,1.268209457397461,1.7724781036376953
1087,357.31499431037355,28.18795907212467,0.28137228,1237680277943222507,19.534933,18.137104,17.511902,1.397829,2.0230312,1.3978290557861328,2.023031234741211
1088,340.4962807037929,-1.7674361938245513,0.26253235,1237679998234067171,18.98656,17.541826,17.023365,1.4447346,1.9631958,1.4447345733642578,1.96319580078125
1089,39.26358555789205,-3.293335721804193,0.28791532,1237678887989936441,20.362663,19.220972,18.683733,1.1416912,1.6789303,1.1416912078857422,1.6789302825927734
1090,196.09275589955524,42.14128126704384,0.24238297,1237661967433728110,19.48765,18.029749,17.490559,1.457901,1.9970913,1.4579010009765625,1.997091293334961
1091,196.0938345346112,23.069674373650336,0.24797964,1237667783912980599,19.150759,17.737368,17.186007,1.4133911,1.9647522,1.41339111328125,1.964752197265625
1092,238.1656950583818,7.150230993702997,0.21719174,1237662198825091449,18.64611,17.278814,16.787525,1.3672962,1.8585854,1.3672962188720703,1.8585853576660156
1093,147.78307288741402,43.74546241975345,0.28868958,1237658205037068432,19.350828,17.84584,17.305496,1.5049877,2.045332,1.5049877166748047,2.0453319549560547
1094,176.07349776530532,55.227149781520396,0.2914738,1237658802572624088,19.512344,18.025177,17.475328,1.4871674,2.037016,1.4871673583984375,2.037015914916992
1095,177.4514222710782,60.06733685147794,0.28676617,1237658312402600143,19.05057,17.98941,17.561295,1.0611591,1.489275,1.0611591339111328,1.4892749786376953
1096,180.00276793906215,32.11549492793298,0.21563396,1237665329850482798,18.84205,17.502768,16.996817,1.339283,1.8452339,1.3392829895019531,1.8452339172363281
1097,349.4471567201384,15.156392247222398,0.29024762,1237652944244572486,19.300423,17.80699,17.300676,1.493433,1.9997463,1.4934329986572266,1.999746322631836
1098,351.9766480902741,29.65318656753231,0.2661127,1237680530280415656,19.420614,17.928818,17.391191,1.4917965,2.0294228,1.4917964935302734,2.0294227600097656
1099,251.62046093215804,49.700355916472255,0.27924243,1237668502758490289,18.016888,16.49795,15.962672,1.5189381,2.0542154,1.5189380645751953,2.054215431213379
1100,135.37884573989345,59.155135730037856,0.29462782,1237651540312785114,19.064646,17.566292,17.023138,1.498354,2.0415077,1.4983539581298828,2.0415077209472656
1101,129.49958261687945,55.322033772560445,0.29977334,1237651274035757254,19.797539,18.301083,17.695938,1.4964561,2.1016006,1.4964561462402344,2.1016006469726562
1102,213.09930747968403,0.6397103851797612,0.25639108,1237674604289786082,18.748705,17.481956,17.000744,1.2667484,1.747961,1.2667484283447266,1.7479610443115234
1103,224.2420136075591,55.93220419301422,0.29743394,1237655369834037511,20.051811,18.51472,17.944664,1.5370903,2.1071472,1.5370903015136719,2.107147216796875
